country,date,confirmed_cumulative,deaths_cumulative,new_tests_per_thousand,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred,stringency_index,population_density,median_age,hospital_beds_per_thousand,life_expectancy,population,mob_retail,mob_grocery,mob_transit,mob_work,mob_residential,new_cases,new_deaths,new_cases_7d,new_deaths_7d,new_cases_7d_lag7,new_cases_7d_lag14,new_cases_7d_lag21,new_cases_7d_rmean7,new_cases_7d_rstd7,new_cases_7d_rmax7,new_cases_7d_rmean14,new_cases_7d_rstd14,new_cases_7d_rmax14,new_cases_7d_rmean30,new_cases_7d_rstd30,new_cases_7d_rmax30,growth_rate,growth_accel,r0_estimate,cfr,day_of_week,month,week_of_year,days_since_start,mob_composite,vax_lag14
Gabon,2020-04-05,21,1,3.42,0.0,0.0,70.37,7.86,23.1,6.3,66.47,2388997.0,-37.0,-24.0,-41.0,-10.0,13.0,0.0,0.0,2.0,0.0,0.2857142857142857,0.5714285714285714,0.0,1.6326530612244896,0.6327627730195095,2.0,1.1122448979591837,0.702492917842414,2.0,0.7683982683982684,0.7357024273891074,2.0,1.3333333333333335,1.5151515151515154,0.8235294117647058,4.545454545454546,6,4,14,21,-28.0,0.0
Gabon,2020-04-06,24,1,3.42,0.0,0.0,70.37,7.86,23.1,6.3,66.47,2388997.0,-31.0,-25.0,-43.0,-30.0,18.0,3.0,0.0,2.4285714285714284,0.0,0.2857142857142857,0.5714285714285714,0.0,1.9387755102040816,0.3070281386774627,2.4285714285714284,1.2448979591836733,0.7650706074034123,2.4285714285714284,0.8405797101449275,0.797802679081729,2.4285714285714284,1.6666666666666667,1.8484848484848486,0.894736842105263,4.0,0,4,15,22,-32.25,0.0
Gabon,2020-04-07,30,1,3.42,0.0,0.0,70.37,7.86,23.1,6.3,66.47,2388997.0,-32.0,-22.0,-42.0,-29.0,18.0,6.0,0.0,2.0,0.0,1.4285714285714286,0.7142857142857143,0.0,2.020408163265306,0.20912144420325704,2.4285714285714284,1.3367346938775508,0.7735971612152691,2.4285714285714284,0.8888888888888888,0.8153688226810184,2.4285714285714284,0.2352941176470588,-0.18137254901960784,0.6666666666666666,3.225806451612903,1,4,15,23,-31.25,0.0
Gabon,2020-04-08,34,1,3.42,0.0,0.0,70.37,7.86,23.1,6.3,66.47,2388997.0,-33.0,-21.0,-44.0,-29.0,18.0,4.0,0.0,2.2857142857142856,0.0,1.7142857142857142,0.7142857142857143,0.0,2.102040816326531,0.1790809058651453,2.4285714285714284,1.4489795918367345,0.7901615256389891,2.4285714285714284,0.9447619047619048,0.8456772836178177,2.4285714285714284,0.21052631578947367,-0.3728070175438596,0.7619047619047619,2.857142857142857,2,4,15,24,-31.75,0.0
Gabon,2020-04-09,44,1,3.42,0.0,0.0,70.37,7.86,23.1,6.3,66.47,2388997.0,-37.0,-26.0,-45.0,-32.0,20.0,10.0,0.0,3.2857142857142856,0.0,2.0,0.8571428571428571,0.0,2.2857142857142856,0.4738035414793428,3.2857142857142856,1.6224489795918369,0.9080265538360685,3.2857142857142856,1.034798534798535,0.9472775352362687,3.2857142857142856,0.42857142857142855,-0.18681318681318676,1.0952380952380951,2.2222222222222223,3,4,15,25,-35.0,0.0
Gabon,2020-04-10,44,1,3.42,0.0,0.0,76.85,7.86,23.1,6.3,66.47,2388997.0,-31.0,-16.0,-39.0,-26.0,19.0,0.0,0.0,3.2857142857142856,0.0,2.0,0.5714285714285714,0.3333333333333333,2.4693877551020407,0.5815431366846942,3.2857142857142856,1.8163265306122447,0.9549155180211099,3.2857142857142856,1.1181657848324515,1.0249265880012925,3.2857142857142856,0.42857142857142855,-0.4805194805194806,1.0952380952380951,2.2222222222222223,4,4,15,26,-28.0,0.0
Gabon,2020-04-11,46,1,3.42,0.0,0.0,76.85,7.86,23.1,6.3,66.47,2388997.0,-32.0,-13.0,-39.0,-23.0,18.0,2.0,0.0,3.5714285714285716,0.0,2.0,0.42857142857142855,0.42857142857142855,2.693877551020408,0.6671523983643791,3.5714285714285716,2.0408163265306123,0.972831197195728,3.5714285714285716,1.20578231292517,1.1074811128366595,3.5714285714285716,0.5238095238095238,-0.576190476190476,1.0416666666666667,2.127659574468085,5,4,15,27,-26.75,0.0
Gabon,2020-04-12,49,1,3.42,0.0,0.0,78.7,7.86,23.1,6.3,66.47,2388997.0,-24.0,2.0,-34.0,-4.0,11.0,3.0,0.0,4.0,0.0,2.0,0.2857142857142857,0.5714285714285714,2.979591836734694,0.7442686746453254,4.0,2.306122448979592,0.9637986443583592,4.0,1.302134646962233,1.204964615657603,4.0,0.6666666666666666,-0.6666666666666669,1.3333333333333333,2.0,6,4,15,28,-15.0,0.0
Gabon,2020-04-13,57,1,3.42,0.0,0.0,78.7,7.86,23.1,6.3,66.47,2388997.0,-66.0,-64.0,-75.0,-72.0,36.0,8.0,0.0,4.714285714285714,0.0,2.4285714285714284,0.2857142857142857,0.5714285714285714,3.306122448979592,0.9383317495977674,4.714285714285714,2.622448979591837,0.9763404308508926,4.714285714285714,1.4158730158730157,1.337895860967109,4.714285714285714,0.6666666666666669,-0.9999999999999999,1.4347826086956523,1.7241379310344827,0,4,16,29,-69.25,0.0
Gabon,2020-04-14,57,1,3.42,0.0,0.0,81.48,7.86,23.1,6.3,66.47,2388997.0,-56.0,-46.0,-65.0,-56.0,31.0,0.0,0.0,3.857142857142857,0.0,2.0,1.4285714285714286,0.7142857142857143,3.5714285714285716,0.7514158970504528,4.714285714285714,2.7959183673469385,0.9635659270679069,4.714285714285714,1.5444444444444445,1.3817552353545823,4.714285714285714,0.6190476190476191,0.3837535014005603,0.9,1.7241379310344827,1,4,16,30,-55.75,0.0
Gabon,2020-04-15,80,1,3.42,0.0,0.0,81.48,7.86,23.1,6.3,66.47,2388997.0,-56.0,-50.0,-68.0,-55.0,32.0,23.0,0.0,6.571428571428571,0.0,2.2857142857142856,1.7142857142857142,0.7142857142857143,4.183673469387755,1.1626684230690814,6.571428571428571,3.142857142857143,1.3436284901799433,6.571428571428571,1.7634920634920634,1.6275005521597268,6.571428571428571,1.3043478260869565,1.0938215102974829,1.5333333333333332,1.2345679012345678,2,4,16,31,-57.25,0.0
Gabon,2020-04-16,80,1,3.42,0.0,0.0,81.48,7.86,23.1,6.3,66.47,2388997.0,-52.0,-39.0,-60.0,-52.0,28.0,0.0,0.0,5.142857142857143,0.0,3.2857142857142856,2.0,0.8571428571428571,4.448979591836735,1.1351782845039498,6.571428571428571,3.3673469387755106,1.3993879416901647,6.571428571428571,1.9349206349206347,1.7043813196430533,6.571428571428571,0.43333333333333346,0.0047619047619049115,1.1250000000000002,1.2345679012345678,3,4,16,32,-50.75,0.0
Gabon,2020-04-17,108,1,3.42,0.0,0.0,81.48,7.86,23.1,6.3,66.47,2388997.0,-58.0,-48.0,-67.0,-61.0,34.0,28.0,0.0,9.142857142857142,0.0,3.2857142857142856,2.0,0.5714285714285714,5.285714285714286,1.9794866372215738,9.142857142857142,3.8775510204081636,2.0248512109666326,9.142857142857142,2.2396825396825397,2.114535826466306,9.142857142857142,1.3666666666666667,0.9380952380952381,1.8285714285714285,0.9174311926605505,4,4,16,33,-58.5,0.0
Gabon,2020-04-18,108,1,3.42,0.0,0.0,81.48,7.86,23.1,6.3,66.47,2388997.0,-55.0,-45.0,-60.0,-37.0,25.0,0.0,0.0,8.857142857142858,0.0,3.5714285714285716,2.0,0.42857142857142855,6.040816326530613,2.2111564458419353,9.142857142857142,4.36734693877551,2.3404935046388795,9.142857142857142,2.5349206349206352,2.3912644777151386,9.142857142857142,1.1562500000000002,0.6324404761904764,1.55,0.9174311926605505,5,4,16,34,-49.25,0.0
Gabon,2020-04-19,109,1,3.42,0.0,0.0,81.48,7.86,23.1,6.3,66.47,2388997.0,-54.0,-47.0,-61.0,-25.0,22.0,1.0,0.0,8.571428571428571,0.0,4.0,2.0,0.2857142857142857,6.6938775510204085,2.1828468140938813,9.142857142857142,4.836734693877552,2.483766536917779,9.142857142857142,2.8095238095238098,2.594134382137398,9.142857142857142,0.9142857142857143,0.24761904761904763,1.764705882352941,0.9090909090909091,6,4,16,35,-46.75,0.0
Gabon,2020-04-20,120,1,3.42,0.0,0.0,81.48,7.86,23.1,6.3,66.47,2388997.0,-51.0,-46.0,-58.0,-48.0,28.0,11.0,0.0,9.0,0.0,4.714285714285714,2.4285714285714284,0.2857142857142857,7.306122448979592,2.1355885795599177,9.142857142857142,5.306122448979592,2.611324896863066,9.142857142857142,3.0952380952380953,2.7876608920178514,9.142857142857142,0.75,0.08333333333333315,1.1886792452830188,0.8264462809917356,0,4,17,36,-50.75,0.0
