country,date,confirmed_cumulative,deaths_cumulative,new_tests_per_thousand,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred,stringency_index,population_density,median_age,hospital_beds_per_thousand,life_expectancy,population,mob_retail,mob_grocery,mob_transit,mob_work,mob_residential,new_cases,new_deaths,new_cases_7d,new_deaths_7d,new_cases_7d_lag7,new_cases_7d_lag14,new_cases_7d_lag21,new_cases_7d_rmean7,new_cases_7d_rstd7,new_cases_7d_rmax7,new_cases_7d_rmean14,new_cases_7d_rstd14,new_cases_7d_rmax14,new_cases_7d_rmean30,new_cases_7d_rstd30,new_cases_7d_rmax30,growth_rate,growth_accel,r0_estimate,cfr,day_of_week,month,week_of_year,days_since_start,mob_composite,vax_lag14
West Bank and Gaza,2020-03-27,91,1,,,,,,,,,,,,,,,7.0,0.0,6.285714285714286,0.14285714285714285,2.2857142857142856,3.4285714285714284,3.0,3.469387755102041,1.7856462572075964,6.285714285714286,2.89795918367347,1.4024295709598324,6.285714285714286,3.3271645021645018,1.35143020520942,6.285714285714286,1.2173913043478262,1.4754558204768584,2.0952380952380953,1.0869565217391304,4,3,13,21,,0.0
West Bank and Gaza,2020-03-28,98,1,,,,,,,,,,,,,,,7.0,0.0,7.142857142857143,0.14285714285714285,1.8571428571428572,2.7142857142857144,6.0,4.224489795918368,2.0830660664327056,7.142857142857143,3.2142857142857144,1.80070629784943,7.142857142857143,3.493064182194617,1.5415476834934971,7.142857142857143,1.8500000000000003,2.080769230769231,1.7857142857142858,1.0101010101010102,5,3,13,22,,0.0
West Bank and Gaza,2020-03-29,109,1,,,,,,,,,,,,,,,11.0,0.0,8.142857142857142,0.14285714285714285,2.0,3.142857142857143,4.0,5.1020408163265305,2.2748466132253027,8.142857142857142,3.5714285714285716,2.2300924648731115,8.142857142857142,3.6868055555555554,1.7815459948868015,8.142857142857142,2.0476190476190474,2.323481116584565,2.111111111111111,0.9090909090909091,6,3,13,23,,0.0
West Bank and Gaza,2020-03-30,116,1,,,,,,,,,,,,,,,7.0,0.0,8.142857142857142,0.14285714285714285,3.0,2.7142857142857144,3.75,5.836734693877552,2.312975189535169,8.142857142857142,3.9591836734693877,2.5223824248331126,8.142857142857142,3.865047619047619,1.958549430832899,8.142857142857142,1.2857142857142856,1.2087912087912087,2.28,0.8547008547008548,0,3,14,24,,0.0
West Bank and Gaza,2020-03-31,119,1,,,,,,,,,,,,,,,3.0,0.0,8.571428571428571,0.14285714285714285,2.857142857142857,1.8571428571428572,4.4,6.653061224489796,2.0830660664327056,8.571428571428571,4.438775510204082,2.7223502438088962,8.571428571428571,4.0460622710622705,2.129413803946725,8.571428571428571,1.4814814814814812,1.1314814814814813,1.276595744680851,0.8333333333333334,1,3,14,25,,0.0
West Bank and Gaza,2020-04-01,134,1,,,,,,,,,,,,,,,15.0,0.0,10.714285714285714,0.14285714285714285,2.5714285714285716,1.5714285714285714,4.333333333333333,7.816326530612244,1.6531032160619403,10.714285714285714,5.091836734693878,3.057588107073694,10.714285714285714,4.293033509700177,2.450890130265384,10.714285714285714,2.28,1.8911111111111107,1.4705882352941175,0.7407407407407408,2,4,14,26,,0.0
West Bank and Gaza,2020-04-02,161,1,,,,,,,,,,,,,,,27.0,0.0,11.0,0.0,5.714285714285714,2.0,3.7142857142857144,8.571428571428571,1.7379321515137789,11.0,5.734693877551021,3.294473343139483,11.0,4.532568027210885,2.7186275998244063,11.0,0.7872340425531914,-0.45086119554204673,1.3508771929824561,0.6172839506172839,3,4,14,27,,0.0
West Bank and Gaza,2020-04-03,194,1,,,,,,,,,,,,,,,33.0,0.0,14.714285714285714,0.0,6.285714285714286,2.2857142857142856,3.4285714285714284,9.775510204081632,2.597561838037653,14.714285714285714,6.622448979591836,3.9105408985024974,14.714285714285714,4.883661740558293,3.2713469850490795,14.714285714285714,1.156862745098039,-0.06052855924978706,1.609375,0.5128205128205128,4,4,14,28,,0.0
West Bank and Gaza,2020-04-04,217,1,,,,,,,,,,,,,,,23.0,0.0,17.0,0.0,7.142857142857143,1.8571428571428572,2.7142857142857144,11.183673469387754,3.460873907286714,17.0,7.70408163265306,4.535388250188802,17.0,5.287539682539682,3.902077438569273,17.0,1.210526315789474,-0.6394736842105264,1.859375,0.45871559633027525,5,4,14,29,,0.0
West Bank and Gaza,2020-04-05,237,1,,,,,,,,,,,,,,,20.0,0.0,18.285714285714285,0.0,8.142857142857142,2.0,3.142857142857143,12.63265306122449,4.0488993573353875,18.285714285714285,8.86734693877551,5.022231357120104,18.285714285714285,5.797063492063492,4.539069142009788,18.285714285714285,1.109375,-0.9382440476190474,1.9104477611940298,0.42016806722689076,6,4,14,30,,0.0
West Bank and Gaza,2020-04-06,254,1,,,,,,,,,,,,,,,17.0,0.0,19.714285714285715,0.0,8.142857142857142,3.0,2.7142857142857144,14.285714285714286,4.266624149448023,19.714285714285715,10.061224489795917,5.485449365659657,19.714285714285715,6.254206349206348,5.202352965672424,19.714285714285715,1.2656250000000002,-0.020089285714285365,1.6829268292682928,0.39215686274509803,0,4,15,31,,0.0
West Bank and Gaza,2020-04-07,261,1,,,,,,,,,,,,,,,7.0,0.0,20.285714285714285,0.0,8.571428571428571,2.857142857142857,1.8571428571428572,15.959183673469386,3.936325063413728,20.285714285714285,11.306122448979592,5.69829001392119,20.285714285714285,6.797063492063492,5.7769779935018395,20.285714285714285,1.2238805970149254,-0.2576008844665558,1.6904761904761905,0.38167938931297707,1,4,15,32,,0.0
West Bank and Gaza,2020-04-08,263,1,,,,,,,,,,,,,,,2.0,0.0,18.428571428571427,0.0,10.714285714285714,2.5714285714285716,1.5714285714285714,17.06122448979592,3.2417946055131717,20.285714285714285,12.438775510204081,5.396511544213225,20.285714285714285,7.286349206349206,6.121347983818569,20.285714285714285,0.6585365853658537,-1.621463414634146,1.1727272727272726,0.3787878787878788,2,4,15,33,,0.0
West Bank and Gaza,2020-04-09,263,1,,,,,,,,,,,,,,,0.0,0.0,14.571428571428571,0.0,11.0,5.714285714285714,2.0,17.571428571428573,2.261779445150079,20.285714285714285,13.071428571428571,5.05596621314943,20.285714285714285,7.625396825396825,6.236568751590249,20.285714285714285,0.2976190476190476,-0.4896149949341438,0.8095238095238095,0.3787878787878788,3,4,15,34,,0.0
West Bank and Gaza,2020-04-10,267,2,,,,,,,,,,,,,,,4.0,1.0,10.428571428571429,0.14285714285714285,14.714285714285714,6.285714285714286,2.2857142857142856,16.959183673469386,3.438195110389168,20.285714285714285,13.36734693877551,4.739597147104625,20.285714285714285,7.828571428571428,6.224896100074331,20.285714285714285,-0.27272727272727265,-1.4295900178253118,0.5407407407407407,0.7462686567164178,4,4,15,35,,0.0
West Bank and Gaza,2020-04-11,268,2,,,,,,,,,,,,,,,1.0,0.0,7.285714285714286,0.14285714285714285,17.0,7.142857142857143,1.8571428571428572,15.571428571428571,5.016977977548924,20.285714285714285,13.377551020408163,4.725297542933477,20.285714285714285,7.947619047619047,6.177469600019106,20.285714285714285,-0.5396825396825398,-1.7502088554720137,0.35172413793103446,0.7434944237918215,5,4,15,36,,0.0
West Bank and Gaza,2020-04-12,271,2,,,,,,,,,,,,,,,3.0,0.0,4.857142857142857,0.14285714285714285,18.285714285714285,8.142857142857142,2.0,13.653061224489795,6.227466668547632,20.285714285714285,13.14285714285714,5.074020387083599,20.285714285714285,7.995238095238094,6.146863550107155,20.285714285714285,-0.6962962962962963,-1.8056712962962962,0.22818791946308725,0.7352941176470588,6,4,15,37,,0.0
West Bank and Gaza,2020-04-13,273,2,,,,,,,,,,,,,,,2.0,0.0,2.7142857142857144,0.14285714285714285,19.714285714285715,8.142857142857142,3.0,11.224489795918368,6.761665225229348,20.285714285714285,12.755102040816325,5.659192816346316,20.285714285714285,7.995238095238095,6.146863550107155,20.285714285714285,-0.8206896551724138,-2.086314655172414,0.1397058823529412,0.7299270072992701,0,4,16,38,,0.0
West Bank and Gaza,2020-04-14,284,2,,,,,,,,,,,,,,,11.0,0.0,3.2857142857142856,0.14285714285714285,20.285714285714285,8.571428571428571,2.857142857142857,8.795918367346939,5.971506688288974,18.428571428571427,12.377551020408163,6.117532039207382,20.285714285714285,8.0,6.143028981443464,20.285714285714285,-0.7986577181208054,-2.022538315135731,0.2110091743119266,0.7017543859649122,1,4,16,39,,0.0
West Bank and Gaza,2020-04-15,291,2,,,,,,,,,,,,,,,7.0,0.0,4.0,0.14285714285714285,18.428571428571427,10.714285714285714,2.5714285714285716,6.7346938775510194,4.3670290430428205,14.571428571428571,11.897959183673468,6.508641417155116,20.285714285714285,8.042857142857143,6.109273531471346,20.285714285714285,-0.7426470588235294,-1.4011836441893832,0.35,0.684931506849315,2,4,16,40,,0.0
West Bank and Gaza,2020-04-16,294,2,,,,,,,,,,,,,,,3.0,0.0,4.428571428571429,0.14285714285714285,14.571428571428571,11.0,5.714285714285714,5.285714285714286,2.6966847875748337,10.428571428571429,11.428571428571429,6.808435067552144,20.285714285714285,8.128571428571428,6.037106698046928,20.285714285714285,-0.6513761467889908,-0.9489951944080384,0.5344827586206897,0.6779661016949152,3,4,16,41,,0.0
West Bank and Gaza,2020-04-17,307,2,,,,,,,,,,,,,,,13.0,0.0,5.714285714285714,0.0,10.428571428571429,14.714285714285714,6.285714285714286,4.612244897959184,1.5379867698322154,7.285714285714286,10.785714285714283,6.89862680577356,20.285714285714285,8.266666666666666,5.928346880824822,20.285714285714285,-0.4125,-0.13977272727272733,0.9756097560975611,0.6493506493506493,4,4,16,42,,0.0
West Bank and Gaza,2020-04-18,313,2,,,,,,,,,,,,,,,6.0,0.0,6.428571428571429,0.0,7.285714285714286,17.0,7.142857142857143,4.4897959183673475,1.3063350167162517,6.428571428571429,10.030612244897961,6.742908030034413,20.285714285714285,8.414285714285715,5.821089324939387,20.285714285714285,-0.10344827586206894,0.4362342638204708,1.7307692307692308,0.6369426751592357,5,4,16,43,,0.0
West Bank and Gaza,2020-04-19,319,2,,,,,,,,,,,,,,,6.0,0.0,6.857142857142857,0.0,4.857142857142857,18.285714285714285,8.142857142857142,4.775510204081633,1.5883443286993193,6.857142857142857,9.214285714285714,6.346793650256206,20.285714285714285,8.566666666666666,5.713975771561516,20.285714285714285,0.34146341463414637,1.0377597109304426,1.5999999999999999,0.625,6,4,16,44,,0.0
West Bank and Gaza,2020-04-20,329,2,,,,,,,,,,,,,,,10.0,0.0,8.0,0.0,2.7142857142857144,19.714285714285715,8.142857142857142,5.530612244897959,1.6977662109077356,8.0,8.377551020408163,5.582155675632185,20.285714285714285,8.77142857142857,5.573588061974827,20.285714285714285,1.423076923076923,2.243766578249337,1.6,0.6060606060606061,0,4,17,45,,0.0
